Condition,SystemID,ParticipantID,Trial#,Description,Meaning
isolate,NLI05,NLI051,13,square group approaching and retreating from a square group,squares slide square
isolate,NLI05,NLI051,68,squares rejoin other squares,squares bounce squares PFV
isolate,NLI05,NLI051,61,squares waddle up to and away from other squares,squares bounce squares
isolate,NLI05,NLI051,43,square groups rejoin,squares slide squares PFV
isolate,NLI05,NLI051,32,square group collides with another square group,squares slide squares
isolate,NLI05,NLI051,58,circle hops then stops,circle bounce PFV
isolate,NLI05,NLI051,19,cricle hopping around,circle bounce
isolate,NLI05,NLI051,0,a flashing dot coming to rest steady at the finish,circle slide PFV
isolate,NLI05,NLI051,74,circle moves back and forth,circle slide
isolate,NLI05,NLI051,28,circle group waddling around,circles bounce PFV
isolate,NLI05,NLI051,7,circle group hopping around,circles bounce
isolate,NLI05,NLI051,60,circles come to a stop,circles slide PFV
isolate,NLI05,NLI051,55,circles rush forward and back,circles slide
isolate,NLI05,NLI051,3,a hopping square,square bounce PFV
isolate,NLI05,NLI051,77,square hops back and forth,square bounce
isolate,NLI05,NLI051,48,square comes to rest,square slide PFV
isolate,NLI05,NLI051,16,square dashing back and forth,square slide
isolate,NLI05,NLI051,36,square group comes to a stop,squares bounce PFV
isolate,NLI05,NLI051,25,square organism walking around,squares bounce
isolate,NLI05,NLI051,69,squares come to a stop,squares slide PFV
isolate,NLI05,NLI051,41,square group charges around,squares slide
isolate,NLI06,NLI061,59,bc joins c on right,circle bounce circle PFV
isolate,NLI06,NLI061,67,bc joins then leaves c on left,circle bounce circle
isolate,NLI06,NLI061,56,c joins c on left,circle slide circle PFV
isolate,NLI06,NLI061,10,circle moves close then away from lone circle,circle slide circle
isolate,NLI06,NLI061,34,bouncing c joins c group on left,circle bounce circles PFV
isolate,NLI06,NLI061,24,bouncing c joins then leaves c group on the left,circle bounce circles
isolate,NLI06,NLI061,39,c joins c group on left,circle slide circles PFV
isolate,NLI06,NLI061,63,c joins then leaves c group on right,circle slide circles
isolate,NLI06,NLI061,77,bc group joins c on left,circles bounce circle PFV
isolate,NLI06,NLI061,21,circle group joins then leaves lone circle,circles bounce circle
isolate,NLI06,NLI061,79,c group joins c on right,circles slide circle PFV
isolate,NLI06,NLI061,54,c group joins then leaves c,circles slide circle
isolate,NLI06,NLI061,68,bc group joins c group on right,circles bounce circles PFV
isolate,NLI06,NLI061,14,circle groups joins then unjoins circle group,circles bounce circles
isolate,NLI06,NLI061,35,c group joins c group on right,circles slide circles PFV
isolate,NLI06,NLI061,18,circle group quickly joins then leaves another circle group,circles slide circles
isolate,NLI06,NLI061,16,bouncing circle joins square,circle bounce square PFV
isolate,NLI06,NLI061,29,bouncing c joins then leaves s,circle bounce square
isolate,NLI06,NLI061,78,c joins s on right,circle slide square PFV
isolate,NLI06,NLI061,23,c joins and then leaves the s on the right,circle slide square
isolate,NLI06,NLI061,22,circle joins square group,circle bounce squares PFV
isolate,NLI06,NLI061,26,bouncing c joins then leaves s group on left,circle bounce squares
isolate,NLI06,NLI061,75,c joins s group on left,circle slide squares PFV
isolate,NLI06,NLI061,11,circle moves close then away from square group,circle slide squares
isolate,NLI06,NLI061,0,a square is surrounded by circles,circles bounce square PFV
isolate,NLI06,NLI061,73,bc group joins then leaves s on right,circles bounce square
isolate,NLI06,NLI061,70,c group joins s on right,circles slide square PFV
isolate,NLI06,NLI061,57,c group joins then leaves s on right,circles slide square
isolate,NLI06,NLI061,48,bc group joins s group on left,circles bounce squares PFV
isolate,NLI06,NLI061,69,bc group joins then leaves s group on right,circles bounce squares
isolate,NLI06,NLI061,72,c group joins s group on left,circles slide squares PFV
isolate,NLI06,NLI061,47,c group joins then leaves s group on right,circles slide squares
isolate,NLI06,NLI061,50,bs joins c on right,square bounce circle PFV
isolate,NLI06,NLI061,32,bouncing s joins then leaves c on the right,square bounce circle
isolate,NLI06,NLI061,33,s joins c on the right,square slide circle PFV
isolate,NLI06,NLI061,49,s joins then leaves c on right,square slide circle
isolate,NLI06,NLI061,20,square joins circle group on the right,square bounce circles PFV
isolate,NLI06,NLI061,58,bs joins the leaves c group on right,square bounce circles
isolate,NLI06,NLI061,19,square joins circle group on the left,square slide circles PFV
isolate,NLI06,NLI061,62,s joins then leaves c group on left,square slide circles
isolate,NLI06,NLI061,12,square group joins lone circle,squares bounce circle PFV
isolate,NLI06,NLI061,13,square group moves close then away from lone circle,squares bounce circle
isolate,NLI06,NLI061,74,s group joins c on right,squares slide circle PFV
isolate,NLI06,NLI061,38,s group joins then leaves c on right,squares slide circle
isolate,NLI06,NLI061,8,square group joins circle group,squares bounce circles PFV
isolate,NLI06,NLI061,60,s group joins then leaves c group on left,squares bounce circles
isolate,NLI06,NLI061,43,s group joins c group on right,squares slide circles PFV
isolate,NLI06,NLI061,61,s group joins then leaves c group on right,squares slide circles
isolate,NLI06,NLI061,6,square bounces to other square,square bounce square PFV
isolate,NLI06,NLI061,15,bouncing square joins then leaves lone square,square bounce square
isolate,NLI06,NLI061,40,s joins s on right,square slide square PFV
isolate,NLI06,NLI061,55,s joins then leaves s on left,square slide square
isolate,NLI06,NLI061,64,bs joins s group on right,square bounce squares PFV
isolate,NLI06,NLI061,44,bs joins s group on left,square bounce squares
isolate,NLI06,NLI061,5,square joins group of squares,square slide squares PFV
isolate,NLI06,NLI061,45,s joins then leaves s group on left,square slide squares
isolate,NLI06,NLI061,42,bouncing s group joins s on right,squares bounce square PFV
isolate,NLI06,NLI061,9,square group moves close and then away from lone square,squares bounce square
isolate,NLI06,NLI061,37,s group joins s on left,squares slide square PFV
isolate,NLI06,NLI061,41,s group joins then leaves s on left,squares slide square
isolate,NLI06,NLI061,7,square group joins separate square group,squares bounce squares PFV
isolate,NLI06,NLI061,30,bouncing s group joins then leaves s group on left,squares bounce squares
isolate,NLI06,NLI061,46,s group joins s group on left,squares slide squares PFV
isolate,NLI06,NLI061,4,squares move close to and then away from other group of squares,squares slide squares
isolate,NLI06,NLI061,17,bouncing circle moves right,circle bounce PFV
isolate,NLI06,NLI061,3,circle bounces left to right,circle bounce
isolate,NLI06,NLI061,71,c moves left to right,circle slide PFV
isolate,NLI06,NLI061,2,circle moves from left to right,circle slide
isolate,NLI06,NLI061,28,bouncing c group moves from right to left,circles bounce PFV
isolate,NLI06,NLI061,27,bouncing c group moves left to right,circles bounce
isolate,NLI06,NLI061,51,c group moves from right to left,circles slide PFV
isolate,NLI06,NLI061,31,c group moves left to right repeatitively ,circles slide
isolate,NLI06,NLI061,76,bs moves left to right,square bounce PFV
isolate,NLI06,NLI061,25,bouncing s moves from left to right,square bounce
isolate,NLI06,NLI061,53,s moves from right to left,square slide PFV
isolate,NLI06,NLI061,66,s moves left to right repeatedly,square slide
isolate,NLI06,NLI061,1,group of squares move in formation to the right,squares bounce PFV
isolate,NLI06,NLI061,36,bouncing s group moves left to right repeatedly ,squares bounce
isolate,NLI06,NLI061,65,s group moves left to right,squares slide PFV
isolate,NLI06,NLI061,52,s group moves left to right repeatedly,squares slide
isolate,NLI07,NLI071,52,one pink circle moves from left to right in an updown pattern to combine with a circle on the right,circle bounce circle PFV
isolate,NLI07,NLI071,47,one pink circle moves in an updown pattern back and forth and bounces off a circle on the right hand side,circle bounce circle
isolate,NLI07,NLI071,77,one pink circle moves straight right to left and combines with pink circle on left,circle slide circle PFV
isolate,NLI07,NLI071,72,one pink circle moves straight and bounces off pink circle on left,circle slide circle
isolate,NLI07,NLI071,25,one pink circle moves in an updown pattern from left to right and stops when it reaches a cluster of circles on the right hand side,circle bounce circles PFV
isolate,NLI07,NLI071,61,one pink circle moves in an updown pattern back and forth while bouncing off a cluster of pink circles on the left,circle bounce circles
isolate,NLI07,NLI071,79,one pink circle moves straight left to right and combines with cluster of circles on right,circle slide circles PFV
isolate,NLI07,NLI071,64,one circle moves straight back and forth while bouncing off a cluster of pink circles on right,circle slide circles
isolate,NLI07,NLI071,16,cluster of pink circles moves in a jagged pattern from right to left until they meet up with one pink circle and combine,circles bounce circle PFV
isolate,NLI07,NLI071,2,a cluster of pink dots move in a jagged pattern horizontally across the screen,circles bounce circle
isolate,NLI07,NLI071,0,seven pink scattered dots move across the screen from left to right to eat another pink dot,circles slide circle PFV
isolate,NLI07,NLI071,11,cluster of pink circles moves back and forth across the screen trying to eat one pink circle on the right,circles slide circle
isolate,NLI07,NLI071,14,a cluster of pink circles moves from right to left across the screen in a jagged pattern until it meets another group of circles on the left side and combine them,circles bounce circles PFV
isolate,NLI07,NLI071,39,a cluster of pink circles moves back and forth in an updown pattern while bouncing off a cluster of pink circles on the left,circles bounce circles
isolate,NLI07,NLI071,70,cluster of circles moves straight from left to right and eats a cluster of circles on right,circles slide circles PFV
isolate,NLI07,NLI071,22,a cluster of circles moves horizontally across the screen and bounces off another group of circles on the left hand side,circles slide circles
isolate,NLI07,NLI071,55,one pink circle moves in an updown pattern from left to right and combines with one pink square on the right hand side,circle bounce square PFV
isolate,NLI07,NLI071,59,one pink circle moves back and forth in an updown pattern while bouncing off a square on the left ,circle bounce square
isolate,NLI07,NLI071,20,a pink circle moves from left to right across the screen until it reaches a pink square and stops,circle slide square PFV
isolate,NLI07,NLI071,10,a pink dot moves horizontally across the screen until it meets a pink square on the right hand side,circle slide square
isolate,NLI07,NLI071,30,one pink circle moves across the screen from right to left in an updown pattern until it reaches a cluster of squares on the left and stops,circle bounce squares PFV
isolate,NLI07,NLI071,60,one pink circle moves back and forth in an updown pattern while bouncing off a cluster of squares on the right,circle bounce squares
isolate,NLI07,NLI071,40,one pink circle moves straight from fright to left and combines with a cluster of pink squares on the left hand side,circle slide squares PFV
isolate,NLI07,NLI071,13,one pink dot moves back and forth across the screen while a cluster of pink squares is on the left hand side,circle slide squares
isolate,NLI07,NLI071,63,a cluster of circles move from right to left in an updown pattern and combine with one circle on left,circles bounce square PFV
isolate,NLI07,NLI071,49,a cluster of circles moves back and forth across the screen in an updown pattern bouncing off a square on the right hand side,circles bounce square
isolate,NLI07,NLI071,57,a cluster of pink circles moves straight from right to left and eats a pink square on the left side once,circles slide square PFV
isolate,NLI07,NLI071,43,a cluster of pink circles moves back and forth across the screen and eats a pink square on the right hand side,circles slide square
isolate,NLI07,NLI071,68,cluster of circles moves updown across screen to combine with cluster of squares on left,circles bounce squares PFV
isolate,NLI07,NLI071,28,a cluster of circles moves back and forth across the screen in an updown pattern while bouncing off a cluster of squares on the left hand side,circles bounce squares
isolate,NLI07,NLI071,48,a cluster of circles moves straight from left to right and eats a cluster of squares,circles slide squares PFV
isolate,NLI07,NLI071,74,cluster of circles move straight and bounce off cluster of squares on left,circles slide squares
isolate,NLI07,NLI071,33,one pink square moves in an updown pattern across the screen from right to left until it reaches a pink circle on the left hand side,square bounce circle PFV
isolate,NLI07,NLI071,29,one pink square moves back and forth across the screen in an updown pattern while bouncing off a pink circle on the right hand side,square bounce circle
isolate,NLI07,NLI071,9,a pink square moves from left to right across the screen until it meets a pink dot on the right hand side,square slide circle PFV
isolate,NLI07,NLI071,34,one pink square moves back and forth straight across the screen and bounces off a pink circle on the left hand side,square slide circle
isolate,NLI07,NLI071,19,one pink square moves across from right to left in an updown motion until it reaches a cluster of circles where it stops,square bounce circles PFV
isolate,NLI07,NLI071,24,one pink square moves in an updown pattern across the screen while bouncing off a cluster of circles on the left hand side,square bounce circles
isolate,NLI07,NLI071,41,one pink square moves straight from right to left until it combines with a cluster of pink squares on the left hand side,square slide circles PFV
isolate,NLI07,NLI071,73,one pink square moves straight and bounces off cluster of circles on left,square slide circles
isolate,NLI07,NLI071,56,a cluster of pink squares moves in an updown pattern from left to right to combine with one pink square on the right,squares bounce circle PFV
isolate,NLI07,NLI071,76,cluster of squares moves in updown across screen and bounces off pink circle on right,squares bounce circle
isolate,NLI07,NLI071,4,eight pink squares move from right to left across the screen until they meet one pink circle,squares slide circle PFV
isolate,NLI07,NLI071,66,cluster of squares moves straight back and forth while bouncing off a circle on left,squares slide circle
isolate,NLI07,NLI071,44,a cluster of pink squares move in an updown pattern from right to left and combine with a cluster of circles on the left,squares bounce circles PFV
isolate,NLI07,NLI071,36,a cluster of pink squares moves back and forth across the screen in an updown pattern while bouncing off a cluster of circles on the left hand side,squares bounce circles
isolate,NLI07,NLI071,35,a cluster of pink square moves from right to left to combine with a cluster of pink circles on the left hand side,squares slide circles PFV
isolate,NLI07,NLI071,75,cluster of squares move straight while bouncing off a cluster of circles on left,squares slide circles
isolate,NLI07,NLI071,26,one pink square moves in an updown pattern from right to left until it reaches a second pink square and stops on the left hand side,square bounce square PFV
isolate,NLI07,NLI071,31,one pink square moves back and forth across the screen in an updown pattern while bouncing off one pink square on the left hand side,square bounce square
isolate,NLI07,NLI071,46,one pink square moves straight across the screen from right to left and combines with one pink square on the left hand side,square slide square PFV
isolate,NLI07,NLI071,50,one pink square moves straight back and forth across the screen and bounces off a square on the left hand side,square slide square
isolate,NLI07,NLI071,27,one pink square moves in an updown pattern from right to left until it reaches a cluster of squares on the left hand side and stops,square bounce squares PFV
isolate,NLI07,NLI071,62,one pink square moves in an updown pattern back and forth while bouncing off a cluster of squares on left,square bounce squares
isolate,NLI07,NLI071,78,one square moves straight from right to left and combines with cluster of squares on left,square slide squares PFV
isolate,NLI07,NLI071,21,one pink square moves horizontally across the screen and bounces off group of squares on the right hand side,square slide squares
isolate,NLI07,NLI071,15,cluster of pink squares move in a jagged pattern from left to right until they meet up with one more pink square then combine,squares bounce square PFV
isolate,NLI07,NLI071,65,cluster of squares moves updown back and forth bouncing off a pink circle on right,squares bounce square
isolate,NLI07,NLI071,18,a cluster of squares moves from right to left until they meet up with one square and combine,squares slide square PFV
isolate,NLI07,NLI071,54,a cluster of pink squares moves back and forth straight across the screen and eat one pink square of the lef,squares slide square
isolate,NLI07,NLI071,71,cluster of squares moves updown from left to right and combines with cluster of squares on right,squares bounce squares PFV
isolate,NLI07,NLI071,8,a cluster of pink squares moves in a jagged pattern back and forth across the screen while another set of overlapping squares is on the left side,squares bounce squares
isolate,NLI07,NLI071,17,a cluster of squares moves from left to right until they meet with another cluster of squares and combine,squares slide squares PFV
isolate,NLI07,NLI071,5,a cluster of squares moves back and forth horizontally across the screen and stop when they reach a cluster of overlapping squares on the right hand side,squares slide squares
isolate,NLI07,NLI071,12,one pink circle moves from left to right across the screen in a short up and down pattern,circle bounce PFV
isolate,NLI07,NLI071,38,one pink circle moves back and forth across the screen in an updown pattern,circle bounce
isolate,NLI07,NLI071,7,one pink dot comes in from the right side and moves across the screen until it stops more toward the left side of the screen,circle slide PFV
isolate,NLI07,NLI071,3,one pink ball moves horizontally across the screen many times,circle slide
isolate,NLI07,NLI071,37,a cluster of circles moves across the screen in an updwon pattern from left the right then stop,circles bounce PFV
isolate,NLI07,NLI071,42,a cluster of pink square moves in an updown pattern back and forth across the screen,circles bounce
isolate,NLI07,NLI071,67,cluster of circles moves straight left to right and eats nothing,circles slide PFV
isolate,NLI07,NLI071,6,a cluster of pink circles moves horizontally across the screen in a back and forth pattern many times,circles slide
isolate,NLI07,NLI071,51,one pink square moves from left to right in an updown pattern,square bounce PFV
isolate,NLI07,NLI071,32,one pink square moves back and forth in an updown pattern across the screen,square bounce
isolate,NLI07,NLI071,53,one pink square moves straight across the screen from right to left,square slide PFV
isolate,NLI07,NLI071,1,a small pink square moves horizontally across the middle of the screen,square slide
isolate,NLI07,NLI071,69,cluster of squares move updown from right to left,squares bounce PFV
isolate,NLI07,NLI071,23,a cluster of pink squares moves back and forth in an updown pattern across the screen,squares bounce
isolate,NLI07,NLI071,45,a cluster of pink squares move straight from right to left across the screen then stop,squares slide PFV
isolate,NLI07,NLI071,58,a cluster of pink squares move back and forth straight,squares slide
isolate,NLI08,NLI081,28,circle runs to other circle ,circle bounce circle PFV
isolate,NLI08,NLI081,37,lone circle is excited to see other circle ,circle bounce circle
isolate,NLI08,NLI081,23,circle runs to join other circle ,circle slide circle PFV
isolate,NLI08,NLI081,6,circle hesitant of other circle,circle slide circle
isolate,NLI08,NLI081,51,circle finds her family ,circle bounce circles PFV
isolate,NLI08,NLI081,32,lone circle cant decide to join the group or not ,circle bounce circles
isolate,NLI08,NLI081,48,baby circle finds her family ,circle slide circles PFV
isolate,NLI08,NLI081,54,circle runs errands for her family ,circle slide circles
isolate,NLI08,NLI081,47,group of circles find a lone circle ,circles bounce circle PFV
isolate,NLI08,NLI081,69,group of circles unsure of lone circle ,circles bounce circle
isolate,NLI08,NLI081,10,group of circles find lone circle ,circles slide circle PFV
isolate,NLI08,NLI081,62,group of circles attack lone circle ,circles slide circle
isolate,NLI08,NLI081,55,group of circles come to meet another group ,circles bounce circles PFV
isolate,NLI08,NLI081,41,group of circles playing games with other group of circles ,circles bounce circles
isolate,NLI08,NLI081,60,circles join together,circles slide circles PFV
isolate,NLI08,NLI081,1,attack conflict between groups,circles slide circles
isolate,NLI08,NLI081,24,circle runs excitedly to other square,circle bounce square PFV
isolate,NLI08,NLI081,52,circle runs errands for square,circle bounce square
isolate,NLI08,NLI081,9,individual circle joins lone square,circle slide square PFV
isolate,NLI08,NLI081,35,lone circle is unsure of lone square,circle slide square
isolate,NLI08,NLI081,75,lone circle runs to join group of square,circle bounce squares PFV
isolate,NLI08,NLI081,64,lone circle runs errands ,circle bounce squares
isolate,NLI08,NLI081,7,circle joins tribe of squares,circle slide squares PFV
isolate,NLI08,NLI081,38,lone circle is intimidated by large group of squares,circle slide squares
isolate,NLI08,NLI081,14,group of circles walk over to individual square,circles bounce square PFV
isolate,NLI08,NLI081,76,group of circles want the square to play with them ,circles bounce square
isolate,NLI08,NLI081,61,group of circles find square,circles slide square PFV
isolate,NLI08,NLI081,56,group of circles attack group of squares ,circles slide square
isolate,NLI08,NLI081,44,circles walk over to some squares,circles bounce squares PFV
isolate,NLI08,NLI081,67,group of circles unsure of group of squares,circles bounce squares
isolate,NLI08,NLI081,43,circles join squares,circles slide squares PFV
isolate,NLI08,NLI081,42,group of circles attack squares,circles slide squares
isolate,NLI08,NLI081,66,lone square meets friend the circle ,square bounce circle PFV
isolate,NLI08,NLI081,74,lone circle is annoyed by silly square ,square bounce circle
isolate,NLI08,NLI081,13,square joins individual circle ,square slide circle PFV
isolate,NLI08,NLI081,22,square runs back and forth from circle ,square slide circle
isolate,NLI08,NLI081,36,lone square runs to join lone circle ,square bounce circles PFV
isolate,NLI08,NLI081,79,lone square wants the circles to play with him ,square bounce circles
isolate,NLI08,NLI081,63,lone square joins group of circles,square slide circles PFV
isolate,NLI08,NLI081,50,square runs errands for a group of circles ,square slide circles
isolate,NLI08,NLI081,2,squares attack an individual ,squares bounce circle PFV
isolate,NLI08,NLI081,30,group of squares dance for lone circle ,squares bounce circle
isolate,NLI08,NLI081,58,group of squares join circle ,squares slide circle PFV
isolate,NLI08,NLI081,34,group of squares intimidate lone circle ,squares slide circle
isolate,NLI08,NLI081,25,squares walk over to group of circles ,squares bounce circles PFV
isolate,NLI08,NLI081,57,group of squares dance for group of circles ,squares bounce circles
isolate,NLI08,NLI081,8,tribe of squares joins group of circles ,squares slide circles PFV
isolate,NLI08,NLI081,77,group of squares attack group of circles ,squares slide circles
isolate,NLI08,NLI081,72,square meets his friend the square,square bounce square PFV
isolate,NLI08,NLI081,5,individual square hesitant of other square,square bounce square
isolate,NLI08,NLI081,4,one square attacks another individual ,square slide square PFV
isolate,NLI08,NLI081,12,square affraid of other square,square slide square
isolate,NLI08,NLI081,11,lone square finds his family ,square bounce squares PFV
isolate,NLI08,NLI081,70,lone square is scared of his family ,square bounce squares
isolate,NLI08,NLI081,59,square joins his family ,square slide squares PFV
isolate,NLI08,NLI081,31,lone square cant decide to leave the group of squares or not ,square slide squares
isolate,NLI08,NLI081,65,group of squares walks over to another square,squares bounce square PFV
isolate,NLI08,NLI081,3,squares attack one of their own ,squares bounce square
isolate,NLI08,NLI081,16,squares swarm other square,squares slide square PFV
isolate,NLI08,NLI081,19,group of squares dance for one square,squares slide square
isolate,NLI08,NLI081,40,group of squares walk over to another group of squares ,squares bounce squares PFV
isolate,NLI08,NLI081,26,group of squares are wary of other group of squares cant decide if they should join them ,squares bounce squares
isolate,NLI08,NLI081,17,group of squares collide with other group of squares,squares slide squares PFV
isolate,NLI08,NLI081,18,group of squares dance for another group of squares,squares slide squares
isolate,NLI08,NLI081,71,lone circle goes for a walk ,circle bounce PFV
isolate,NLI08,NLI081,33,lone circle goes for a jog ,circle bounce
isolate,NLI08,NLI081,73,lone circle goes on a mission ,circle slide PFV
isolate,NLI08,NLI081,29,little circle is affraid and runs about ,circle slide
isolate,NLI08,NLI081,21,group of circles go for a walk ,circles bounce PFV
isolate,NLI08,NLI081,49,group of circles go for a dance,circles bounce
isolate,NLI08,NLI081,0,separation,circles slide PFV
isolate,NLI08,NLI081,20,group of circles practice dancing ,circles slide
isolate,NLI08,NLI081,53,square goes for a jog ,square bounce PFV
isolate,NLI08,NLI081,15,lone square runs about the place,square bounce
isolate,NLI08,NLI081,46,square goes to do something ,square slide PFV
isolate,NLI08,NLI081,45,square is panicked and paces back and forth ,square slide
isolate,NLI08,NLI081,39,group of squares go for a little walk ,squares bounce PFV
isolate,NLI08,NLI081,27,group of squares go for a jog ,squares bounce
isolate,NLI08,NLI081,68,tribe of squares marching ,squares slide PFV
isolate,NLI08,NLI081,78,group of squares practice attack formation ,squares slide
isolate,NLI09,NLI091,56,two circles only one is stationary,circle bounce circle PFV
isolate,NLI09,NLI091,37,two circles on screen only one moving,circle bounce circle
isolate,NLI09,NLI091,65,circle moves over to other side and then get slightly bigger,circle slide circle PFV
isolate,NLI09,NLI091,39,two circles on screen only one moving ,circle slide circle
isolate,NLI09,NLI091,48,cluster of circles on right and moving circle,circle bounce circles PFV
isolate,NLI09,NLI091,25,square diagonally moves to circles,circle bounce circles
isolate,NLI09,NLI091,19,circle joins cluster and stop,circle slide circles PFV
isolate,NLI09,NLI091,77,circles expand as single square moves back and forth,circle slide circles
isolate,NLI09,NLI091,70,circles move around join another circle and they become bigger,circles bounce circle PFV
isolate,NLI09,NLI091,27,circles move in sets of threes to circle,circles bounce circle
isolate,NLI09,NLI091,34,cluster of circles moves over to square,circles slide circle PFV
isolate,NLI09,NLI091,73,the cluster moves back and forth the circle stays still,circles slide circle
isolate,NLI09,NLI091,46,two cluster of circles on screen one moves independently,circles bounce circles PFV
isolate,NLI09,NLI091,26,circles move independently to other circles,circles bounce circles
isolate,NLI09,NLI091,16,cluster of circles join another cluster,circles slide circles PFV
isolate,NLI09,NLI091,45,two clusters circles on screen one is moving,circles slide circles
isolate,NLI09,NLI091,23,circle goes in diagonal moves to squares,circle bounce square PFV
isolate,NLI09,NLI091,50,stationary square and moving circle,circle bounce square
isolate,NLI09,NLI091,44,square remains still circle moves,circle slide square PFV
isolate,NLI09,NLI091,41,square stays still circle moves,circle slide square
isolate,NLI09,NLI091,42,cluster of squares stays still circle moves,circle bounce squares PFV
isolate,NLI09,NLI091,52,stationary cluster of squares and moving circle,circle bounce squares
isolate,NLI09,NLI091,74,single circle joins cluster ,circle slide squares PFV
isolate,NLI09,NLI091,9,circle hits cluster of squares then moves to other side of screen,circle slide squares
isolate,NLI09,NLI091,11,cluster of circles move independently over to single square,circles bounce square PFV
isolate,NLI09,NLI091,72,the circles are moving around and the square appears to be expanding ,circles bounce square
isolate,NLI09,NLI091,43,cluster of circles move square stay still,circles slide square PFV
isolate,NLI09,NLI091,76,square and circles ,circles slide square
isolate,NLI09,NLI091,47,two clusters on screen one is square one is circle,circles bounce squares PFV
isolate,NLI09,NLI091,31,circles move in various groups to squares,circles bounce squares
isolate,NLI09,NLI091,33,cluster of circles flits over to cluster of squares and stops,circles slide squares PFV
isolate,NLI09,NLI091,21,cluster of circles bounces to cluster of squares,circles slide squares
isolate,NLI09,NLI091,28,square moves diagonally to circle on right,square bounce circle PFV
isolate,NLI09,NLI091,30,square moves diagonally to circle,square bounce circle
isolate,NLI09,NLI091,8,square moves to circle on right of screen,square slide circle PFV
isolate,NLI09,NLI091,61,circle and square and the square is moving,square slide circle
isolate,NLI09,NLI091,4,one square joins cluster of circles on right of screen,square bounce circles PFV
isolate,NLI09,NLI091,51,stationary circly cluster and moving square,square bounce circles
isolate,NLI09,NLI091,40,cluster of circles and square on screen only square moves,square slide circles PFV
isolate,NLI09,NLI091,22,square bounces off of cluster of circles,square slide circles
isolate,NLI09,NLI091,20,square joins cluster and stops,squares bounce circle PFV
isolate,NLI09,NLI091,69,squares move around and there is a circle there too,squares bounce circle
isolate,NLI09,NLI091,29,cluster squares moves straight to circle,squares slide circle PFV
isolate,NLI09,NLI091,24,squares move quickly to circle on right,squares slide circle
isolate,NLI09,NLI091,75,two clusters of circle and square join together and expand,squares bounce circles PFV
isolate,NLI09,NLI091,12,cluster of squares moved independently over to circle cluster,squares bounce circles
isolate,NLI09,NLI091,0,pink squares move to left of screen,squares slide circles PFV
isolate,NLI09,NLI091,54,moving cluster of square squares still circles,squares slide circles
isolate,NLI09,NLI091,62,two squares and one is moving,square bounce square PFV
isolate,NLI09,NLI091,66,square moving around and one square appears to be getting bigger,square bounce square
isolate,NLI09,NLI091,71,the square moves and they seem to expand together,square slide square PFV
isolate,NLI09,NLI091,59,one stationary square one moving in straight line,square slide square
isolate,NLI09,NLI091,17,single square joins cluster of squares and stops,square bounce squares PFV
isolate,NLI09,NLI091,10,square flits up and down to cluster of squares then goes in other direction,square bounce squares
isolate,NLI09,NLI091,35,square moves over to cluster of squares,square slide squares PFV
isolate,NLI09,NLI091,14,square goes in straight line to cluster then stops,square slide squares
isolate,NLI09,NLI091,18,cluster of squares joins square and stop,squares bounce square PFV
isolate,NLI09,NLI091,15,cluster of squares move over to square,squares bounce square
isolate,NLI09,NLI091,2,squares moved from left to right,squares slide square PFV
isolate,NLI09,NLI091,55,moving cluster and stationary square,squares slide square
isolate,NLI09,NLI091,79,two square clusters join and begin expanding,squares bounce squares PFV
isolate,NLI09,NLI091,3,cluster of squares joins other cluster then moves back to right,squares bounce squares
isolate,NLI09,NLI091,38, two clusters on screen only one moving,squares slide squares PFV
isolate,NLI09,NLI091,49,stationary cluster on right and moving cluster on left,squares slide squares
isolate,NLI09,NLI091,64,circles moves around then remains on right side of screen,circle bounce PFV
isolate,NLI09,NLI091,57,one circle not moving in straight line,circle bounce
isolate,NLI09,NLI091,36,circle moves from left to right then stops,circle slide PFV
isolate,NLI09,NLI091,32,circle bounces quick from left to right,circle slide
isolate,NLI09,NLI091,63,cluster of circles and then circles get slightly bigger,circles bounce PFV
isolate,NLI09,NLI091,1,pink dots move from left to right of screen,circles bounce
isolate,NLI09,NLI091,67,circles moving around then stop and get slightly  bigger,circles slide PFV
isolate,NLI09,NLI091,6,cluster of circles moves quickly from left to right,circles slide
isolate,NLI09,NLI091,7,square flits up and down from left to right,square bounce PFV
isolate,NLI09,NLI091,58,one square not moving in straight line,square bounce
isolate,NLI09,NLI091,13,square travels from right to left then stops,square slide PFV
isolate,NLI09,NLI091,68,square moves left to right without stopping,square slide
isolate,NLI09,NLI091,53,moving independent cluster of squares,squares bounce PFV
isolate,NLI09,NLI091,60,cluster of non stationary squares,squares bounce
isolate,NLI09,NLI091,78,cluster squares stops and expands,squares slide PFV
isolate,NLI09,NLI091,5,cluster of squares moves quickly from left to right,squares slide
